Id,Attributes,
APP\PERSONAL-NEW\002947, black,  Application
APP\PERSONAL-CONV\000491, black,  Application
APP\PREMISES-NEW\000112, black,  Application
APP\TEN\011977, black,  Application
APP\TEN\003084, black,  Application
43017, black,  Application
ES19, blue,  Premise
Mestizo, blue,  Premise
APP\PREMISES-VARYDPS\003841, black,  Application
APP\PREMISES-C-LIC\0175, black,  Application
APP\TEN\010745, black,  Application
APP\PERSONAL-NEW\001062, black,  Application
CS094, blue,  Premise
APP\PERSONAL-NEW\002333, black,  Application
APP\TEN\003269, black,  Application
APP\PREMISES-VARYDPS\002764, black,  Application
APP\PREMISES-CONV\000297, black,  Application
APP\PERSONAL-NEW\001018, black,  Application
APP\PERSONAL-NEW\001814, black,  Application
APP\PERSONAL-NEW\001709, black,  Application
APP\TEN\012622, black,  Application
APP\PREMISES-VARYDPS\003390, black,  Application
APP\PERSONAL-NEW\002599, black,  Application
APP\PREMISES-TRANS\000405, black,  Application
NOI\00111, black,  Application
APP\TEN\001803, black,  Application
APP\PREMISES-VARYDPS\001980, black,  Application
APP\TEN\012886, black,  Application
APP\TEN\009001, black,  Application
APP\PERSONAL-NEW\002500, black,  Application
APP\TEN\012230, black,  Application
APP\PREMISES-NEW\000550, black,  Application
APP\PREMISES-VARYDPS\000219, black,  Application
APP\PREMISES-VARYDPS\000546, black,  Application
Duke Of Hamilton, blue,  Premise
APP\TEN\000210, black,  Application
APP\TEN\007726, black,  Application
APP\PREMISES-VARYDPS\000842, black,  Application
APP\TEN\007565, black,  Application
Oz Supermarket Ltd, blue,  Premise
APP\PREMISES-VARYDPS\001684, black,  Application
APP\PERSONAL-NEW\002042, black,  Application
APP\PREMISES-NEW\000685, black,  Application
Bamboo Restaurant & Bar Ltd., blue,  Premise
APP\PREMISES-VARY\000301, black,  Application
APP\PREMISES-C-DPS\0028, black,  Application
APP\PREMISES-VARY(T)\000446, black,  Application
APP\TEN\010352, black,  Application
APP\TEN\000710, black,  Application
APP\TEN\003370, black,  Application
APP\PREMISES-TRANS\000529, black,  Application
APP\PERSONAL-NEW\000573, black,  Application
Kennards, blue,  Premise
APP\PERSONAL-NEW\000014, black,  Application
APP\PREMISES-VARY(T)\000337, black,  Application
APP\TEN\013288, black,  Application
The Verge, blue,  Premise
APP\TEN\010003, black,  Application
APP\PERSONAL-CONV\000926, black,  Application
SSL-RNW\00080, black,  Application
APP\TEN\008107, black,  Application
APP\TEN\005689, black,  Application
APP\TEN\011428, black,  Application
APP\PREMISES-VARYDPS\003276, black,  Application
Sunrise Supermarket, blue,  Premise
APP\TEN\001099, black,  Application
APP\PREMISES-VARYDPS\003915, black,  Application
APP\TEN\004320, black,  Application
APP\PERSONAL-NEW\003043, black,  Application
APP\PREMISES-C-PREM\0069, black,  Application
APP\PREMISES-VARY\000935, black,  Application
APP\PREMISES-CONV\001184, black,  Application
APP\TEN\004937, black,  Application
43923, black,  Application
APP\TEN\011001, black,  Application
APP\PREMISES-VARYDPS\001766, black,  Application
APP\PERSONAL-ADD\000279, black,  Application
2011/0428/TC, black,  Application
APP\LATE-TEN\000579, black,  Application
2009/3513/TC, black,  Application
APP\TEN\010441, black,  Application
APP\TEN\012027, black,  Application
APP\TEN\012873, black,  Application
APP\TEN\001901, black,  Application
APP\TEN\003355, black,  Application
APP\TEN\013402, black,  Application
APP\TEN\013300, black,  Application
APP\PREMISES-VARYDPS\000245, black,  Application
APP\PREMISES-TRANS\000058, black,  Application
APP\TEN\000279, black,  Application
APP\PREMISES-VARYDPS\004443, black,  Application
APP\TEN\012948, black,  Application
APP\TEN\000732, black,  Application
SSL-NEW\00186, black,  Application
APP\TEN\005058, black,  Application
APP\TEN\009138, black,  Application
APP\PREMISES-VARYDPS\000754, black,  Application
APP\PREMISES-VARYDPS\001341, black,  Application
APP\PERSONAL-NEW\000100, black,  Application
Latin Square, blue,  Premise
2009/0591/TC, black,  Application
APP\TEN\006052, black,  Application
APP\TEN\001067, black,  Application
APP\PREMISES-VARYDPS\001532, black,  Application
APP\TEN\012105, black,  Application
APP\PREMISES-VARYDPS\000855, black,  Application
APP\PREMISES-VARY\000258, black,  Application
APP\PREMISES-TRANS\000681, black,  Application
APP\PREMISES-TRANS\001074, black,  Application
APP\PERSONAL-CONV\000985, black,  Application
Heath Street Baptist Church, blue,  Premise
APP\TEN\009164, black,  Application
APP\PERSONAL-NEW\000174, black,  Application
APP\LATE-TEN\001396, black,  Application
APP\TEN\000667, black,  Application
APP\PREMISES-C-LIC\0040, black,  Application
Gilgamesh, blue,  Premise
APP\TEN\005954, black,  Application
APP\TEN\007879, black,  Application
APP\PREMISES-VARYDPS\002652, black,  Application
APP\PREMISES-NEW\001009, black,  Application
APP\PERSONAL-NEW\000175, black,  Application
La Forchetta, blue,  Premise
APP\PERSONAL-NEW\001541, black,  Application
Camden News, blue,  Premise
Rocket Restaurant, blue,  Premise
APP\TEN\007831, black,  Application
Marine Ices, blue,  Premise
APP\PERSONAL-NEW\000915, black,  Application
APP\PERSONAL-CONV\000063, black,  Application
APP\PREMISES-VARYDPS\001352, black,  Application
APP\PREMISES-VARYDPS\000753, black,  Application
APP\PREMISES-VARYDPS\003870, black,  Application
APP\TEN\006219, black,  Application
APP\PREMISES-VARY\000486, black,  Application
43495, black,  Application
APP\TEN\000278, black,  Application
GPL-TRANS\00020, black,  Application
APP\TEN\004882, black,  Application
SSL-NEW\00211, black,  Application
2014/3550/TC, black,  Application
APP\TEN\002996, black,  Application
APP\TEN\010497, black,  Application
APP\PREMISES-VARYDPS\002586, black,  Application
APP\PREMISES-CONV\000596, black,  Application
APP\PREMISES-MVARY\00188, black,  Application
APP\PERSONAL-CONV\000408, black,  Application
APP\PREMISES-MVARY\00402, black,  Application
St James' Garden, blue,  Premise
APP\TEN\013217, black,  Application
APP\LATE-TEN\001517, black,  Application
APP\PREMISES-NEW\000114, black,  Application
APP\PREMISES-NEW\001449, black,  Application
APP\TEN\007980, black,  Application
APP\PREMISES-VARYDPS\000473, black,  Application
APP\TEN\001912, black,  Application
APP\PREMISES-VARYDPS\001521, black,  Application
APP\TEN\009348, black,  Application
APP\TEN\009004, black,  Application
APP\PREMISES-VARYDPS\002971, black,  Application
APP\TEN\011294, black,  Application
APP\LATE-TEN\000346, black,  Application
APP\PREMISES-TRANS\000241, black,  Application
"FC85, Outside of The Legal Cafe", blue,  Premise
APP\TEN\001263, black,  Application
LPGMP-NEW\00010, black,  Application
APP\TEN\007740, black,  Application
NOI\00394, black,  Application
APP\TEN\010145, black,  Application
APP\PREMISES-VARYDPS\000582, black,  Application
APP\LATE-TEN\001214, black,  Application
APP\PREMISES-TRANS\000816, black,  Application
APP\PREMISES-TRANS\001524, black,  Application
APP\TEN\009935, black,  Application
APP\TEN\011917, black,  Application
APP\PERSONAL-NEW\001131, black,  Application
APP\TEN\008763, black,  Application
APP\PREMISES-VARY\000272, black,  Application
APP\TEN\000642, black,  Application
APP\TEN\012887, black,  Application
APP\PREMISES-VARYDPS\003511, black,  Application
Iceland Ltd, blue,  Premise
APP\TEN\008093, black,  Application
APP\PREMISES-VARYDPS\000028, black,  Application
Swinton House, blue,  Premise
APP\LATE-TEN\000533, black,  Application
Ambassadors Theatre, blue,  Premise
APP\PERSONAL-CONV\001074, black,  Application
APP\TEN\010627, black,  Application
APP\PREMISES-CONV\001128, black,  Application
APP\TEN\004844, black,  Application
APP\PREMISES-MVARY\00332, black,  Application
APP\TEN\011241, black,  Application
APP\LATE-TEN\001788, black,  Application
APP\TEN\011281, black,  Application
APP\PREMISES-VARYDPS\003616, black,  Application
APP\TEN\011807, black,  Application
APP\PREMISES-VARY\000260, black,  Application
APP\PREMISES-CONV\000687, black,  Application
APP\PREMISES-VARYDPS\002959, black,  Application
APP\TEN\008187, black,  Application
APP\PERSONAL-NEW\002531, black,  Application
Jai News, blue,  Premise
APP\TEN\004144, black,  Application
APP\TEN\013208, black,  Application
APP\PERSONAL-CONV\000133, black,  Application
APP\TEN\009048, black,  Application
44488, black,  Application
APP\PREMISES-VARYDPS\002587, black,  Application
APP\PREMISES-MVARY\00639, black,  Application
APP\PREMISES-NEW\000160, black,  Application
APP\PREMISES-VARYDPS\002523, black,  Application
APP\PREMISES-NEW\000049, black,  Application
APP\PREMISES-VARYDPS\001950, black,  Application
APP\PERSONAL-NEW\001002, black,  Application
APP\TEN\008892, black,  Application
APP\PREMISES-CONV\000853, black,  Application
Forge & Foundry/Caponata Restaurant, blue,  Premise
APP\PREMISES-NEW\000536, black,  Application
APP\PREMISES-NEW\000275, black,  Application
APP\LATE-TEN\001537, black,  Application
2017/1533/TC, black,  Application
APP\PREMISES-TRANS\000184, black,  Application
APP\TEN\005237, black,  Application
APP\PREMISES-VARY\000957, black,  Application
APP\PREMISES-VARYDPS\000701, black,  Application
APP\PREMISES-VARY(T)\000254, black,  Application
APP\LATE-TEN\001896, black,  Application
APP\PREMISES-VARY(T)\000227, black,  Application
APP\PERSONAL-NEW\001606, black,  Application
43985, black,  Application
APP\TEN\013470, black,  Application
APP\PREMISES-CONV\001159, black,  Application
APP\TEN\006815, black,  Application
APP\LATE-TEN\001703, black,  Application
APP\PERSONAL-CONV\000054, black,  Application
APP\PERSONAL-NEW\002029, black,  Application
Arabesque, blue,  Premise
APP\TEN\000690, black,  Application
APP\PREMISES-VARYDPS\002570, black,  Application
APP\TEN\011121, black,  Application
APP\PREMISES-TRANS\001156, black,  Application
SSL-NEW\00144, black,  Application
APP\PREMISES-TRANS\001229, black,  Application
APP\TEN\001938, black,  Application
APP\TEN\010436, black,  Application
APP\TEN\006177, black,  Application
APP\TEN\013626, black,  Application
APP\TEN\002473, black,  Application
APP\TEN\011680, black,  Application
Paddy Power (formerly Metrobet Bookmakers Limited), blue,  Premise
43200, black,  Application
APP\PREMISES-VARYDPS\001080, black,  Application
APP\PREMISES-VARYDPS\001954, black,  Application
APP\PREMISES-CONV\001232, black,  Application
APP\PREMISES-VARYDPS\000112, black,  Application
APP\TEN\000482, black,  Application
APP\PERSONAL-NEW\002309, black,  Application
APP\TEN\009753, black,  Application
Fiddlers Elbow, blue,  Premise
APP\PREMISES-MVARY\00426, black,  Application
APP\TEN\003417, black,  Application
Queens Crescent Market, blue,  Premise
APP\PREMISES-VARYDPS\000353, black,  Application
APP\TEN\007166, black,  Application
APP\TEN\007229, black,  Application
APP\PREMISES-VARYDPS\002230, black,  Application
APP\TEN\007790, black,  Application
APP\TEN\010607, black,  Application
APP\TEN\003137, black,  Application
APP\PREMISES-VARYDPS\003254, black,  Application
APP\PERSONAL-NEW\002623, black,  Application
APP\TEN\002569, black,  Application
APP\TEN\012654, black,  Application
APP\PREMISES-NEW\000956, black,  Application
2010/2378/TC, black,  Application
APP\TEN\007640, black,  Application
43213, black,  Application
APP\TEN\000314, black,  Application
APP\TEN\005059, black,  Application
APP\TEN\001389, black,  Application
Hiro, blue,  Premise
APP\TEN\008474, black,  Application
APP\PREMISES-CONV\000216, black,  Application
APP\LATE-TEN\000632, black,  Application
APP\PREMISES-LICOPY\0132, black,  Application
APP\TEN\009745, black,  Application
APP\PREMISES-NEW\001337, black,  Application
The Black Penny, blue,  Premise
45418, black,  Application
APP\TEN\008475, black,  Application
APP\PERSONAL-CONV\000672, black,  Application
APP\PERSONAL-NEW\001065, black,  Application
APP\PREMISES-NEW\000446, black,  Application
APP\LATE-TEN\000841, black,  Application
APP\SE-VARY\00241, black,  Application
APP\TEN\001080, black,  Application
APP\TEN\003098, black,  Application
APP\PREMISES-CONV\000408, black,  Application
APP\TEN\009954, black,  Application
APP\TEN\004450, black,  Application
APP\TEN\009934, black,  Application
2015/5776/TC, black,  Application
APP\PREMISES-VARY\000305, black,  Application
APP\TEN\005888, black,  Application
Zizzi Restaurant, blue,  Premise
FC68, blue,  Premise
APP\LATE-TEN\000915, black,  Application
APP\PREMISES-TRANS\001579, black,  Application
APP\TEN\002618, black,  Application
APP\TEN\008224, black,  Application
APP\TEN\011546, black,  Application
APP\PREMISES-VARYDPS\003544, black,  Application
APP\TEN\009230, black,  Application
APP\TEN\010296, black,  Application
APP\TEN\006519, black,  Application
APP\PREMISES-NEW\000787, black,  Application
APP\TEN\005722, black,  Application
APP\PREMISES-CONV\001156, black,  Application
Siham Lounge Bar, blue,  Premise
APP\PERSONAL-ADD\000716, black,  Application
Limani, blue,  Premise
APP\PERSONAL-NEW\002494, black,  Application
Castlehaven Community Association, blue,  Premise
APP\PREMISES-MVARY\00351, black,  Application
APP\PREMISES-LICOPY\0183, black,  Application
APP\TEN\007071, black,  Application
APP\TEN\005938, black,  Application
APP\TEN\004733, black,  Application
APP\PREMISES-NEW\001217, black,  Application
APP\TEN\012233, black,  Application
APP\TEN\001484, black,  Application
APP\LATE-TEN\001528, black,  Application
APP\PERSONAL-NEW\001966, black,  Application
APP\PREMISES-VARY\000714, black,  Application
APP\PREMISES-VARYDPS\000414, black,  Application
APP\PREMISES-TRANS\000551, black,  Application
APP\TEN\009290, black,  Application
APP\TEN\009923, black,  Application
APP\PREMISES-NEW\001395, black,  Application
APP\TEN\006820, black,  Application
Friend At Hand, blue,  Premise
GGN\00051, black,  Application
APP\TEN\010981, black,  Application
APP\TEN\000228, black,  Application
APP\TEN\009648, black,  Application
APP\PREMISES-CONV\001048, black,  Application
APP\TEN\008367, black,  Application
APP\TEN\008620, black,  Application
APP\TEN\001776, black,  Application
APP\TEN\005189, black,  Application
APP\PREMISES-VARYDPS\002496, black,  Application
APP\TEN\007779, black,  Application
APP\PERSONAL-NEW\003071, black,  Application
APP\PREMISES-VARYDPS\001023, black,  Application
APP\TEN\001409, black,  Application
APP\TEN\010966, black,  Application
APP\PREMISES-NEW\000416, black,  Application
APP\TEN\001453, black,  Application
APP\PERSONAL-NEW\002523, black,  Application
APP\TEN\008644, black,  Application
APP\TEN\007512, black,  Application
APP\PREMISES-VARYDPS\004299, black,  Application
APP\PERSONAL-CONV\000317, black,  Application
APP\LATE-TEN\000678, black,  Application
APP\TEN\006673, black,  Application
APP\TEN\005621, black,  Application
APP\PREMISES-MVARY\00672, black,  Application
