Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI
APP\TEN\010202,Temporary Event Notice,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved,No,01/04/2014,,,,03/04/2014,31/03/2014,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54314, -0.148383)",11538,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008354,Temporary Event Notice,Kentish Town Community Centre,"17 BUSBY PLACE, LONDON, NW5 2SP",LA2003,Application Approved,No,03/09/2012,,,,03/09/2012,29/08/2012,,,E05000139,Kentish Town,529594.79,184972.05,-0.132373,51.548776,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.548776, -0.132373)",13237,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009795,Temporary Event Notice,Assembly House,"292 294 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,11/11/2013,,,,13/11/2013,08/11/2013,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.551065, -0.140306)",11914,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005255,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,21/07/2010,,,,11/07/2010,09/07/2010,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.55423, -0.144109)",16138,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000221,Premises Licence - Transfer Application,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved In Full,No,02/08/2007,,,,24/07/2007,10/07/2007,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.55423, -0.144109)",28004,http://opendatacommunities.org/id/london-borough-council/camden
GGN\00086,Gaming Notification,Lord Southampton,"2 SOUTHAMPTON ROAD, LONDON, NW5 4HX",GA2005,Application Approved,No,,,,,,13/12/2007,,,E05000136,Haverstock,527933.83,185006.47,-0.156302,51.549464,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.549464, -0.156302)",8289,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001579,Temporary Event Notice,Romo Deli,"89 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Rejected,No,,,,,03/10/2007,01/10/2007,02/10/2007,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543994, -0.151855)",19639,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\012013,Temporary Event Notice,All Hallows Church,"ALL HALLOWS CHURCH SAVERNAKE ROAD, LONDON, NW3 2DL",LA2003,Application Approved,No,01/11/2015,,,,05/11/2015,01/11/2015,,,E05000134,Gospel Oak,527863.95,185684.45,-0.157063,51.555573,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.555573, -0.157063)",9910,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-LICOPY\0202,Premises - Copy of Licence,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved In Full,No,,,,,,21/03/2017,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.554378, -0.165083)",30464,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000786,Premises Licence - Transfer Application,The Load of Hay Tavern (Previously Hill),"94 HAVERSTOCK HILL, LONDON, NW3 2BD",LA2003,Application Approved In Full,No,28/06/2011,,,,27/06/2011,13/06/2011,,,E05000136,Haverstock,527831.96,184715.57,-0.157876,51.546873,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.546873, -0.157876)",27471,http://opendatacommunities.org/id/london-borough-council/camden
2013/5191/TC,Table and Chairs,The Monarch,"40-42 Chalk Farm Road, London, NW1 8BG",TC,Final Decision,1,03/10/2013,,16/06/2014,,,13/08/2013,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.54314, -0.148383)",34982,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000869,Premises Licence - Transfer Application,Londsbury Express (Formerly Fleet Food Stop Off Licence),"88 FLEET ROAD, LONDON, NW3 2QT",LA2003,Application Approved In Full,No,09/01/2012,,,,05/01/2012,22/12/2011,,,E05000134,Gospel Oak,527572.8,185471.09,-0.161337,51.553721,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.553721, -0.161337)",27392,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008822,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,04/12/2012,,,,07/12/2012,04/12/2012,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.553337, -0.161684)",12798,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001889,Late Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,14/10/2016,,,,18/10/2016,13/10/2016,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550221, -0.132987)",32448,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005925,Temporary Event Notice,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,14/12/2010,,,,12/12/2010,10/12/2010,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.554378, -0.165083)",15485,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007770,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,05/04/2012,,,,06/04/2012,04/04/2012,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543877, -0.132175)",13791,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007244,Temporary Event Notice,Garden Gate,"14 SOUTH END ROAD, LONDON, NW3 2QE",LA2003,Application Approved,No,22/11/2011,,,,20/11/2011,18/11/2011,22/11/2011,,E05000134,Gospel Oak,527274.81,185572.58,-0.165596,51.554701,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.554701, -0.165596)",14287,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013356,Temporary Event Notice,Spiritual Caipirinha Bar,"4 FERDINAND STREET, LONDON, NW1 8ER",LA2003,Application Approved,No,06/12/2016,,,,04/11/2016,01/11/2016,,Camden Town,E05000136,Haverstock,528471.71,184352.98,-0.148787,51.54347,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.54347, -0.148787)",8667,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-LICOPY\0027,Premises - Copy of Licence,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved In Full,No,,,,,,23/11/2012,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.554378, -0.165083)",30630,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000768,Premises - New Licence,Asena Kebab,"4 MALDEN ROAD, LONDON, NW5 3HR",LA2003,Application Partially Approved,Yes,24/04/2009,,,08/04/2009,16/03/2009,16/02/2009,,,E05000136,Haverstock,528302.9,184639.18,-0.151116,51.54608,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.54608, -0.151116)",29308,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000933,Temporary Event Notice,Old Oak,"1 MANSFIELD ROAD, LONDON, NW3 2JD",LA2003,Application Approved,No,13/12/2006,,,,10/12/2006,08/12/2006,,,E05000134,Gospel Oak,528279.2,185599.66,-0.151107,51.554717,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.554717, -0.151107)",20229,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\001019,Premises - New Licence,Vestal Vodka,"1A LEVERTON PLACE, LONDON, NW5 2PL",LA2003,Application Approved,No,,,,,02/05/2011,04/04/2011,,,E05000139,Kentish Town,529034.83,185243.57,-0.140345,51.551345,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.551345, -0.140345)",29082,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000104,Temporary Event Notice,Admiral Mann,"9 HARGRAVE PLACE, LONDON, N7 0BP",LA2003,Application Rejected,No,,,,,02/02/2006,31/01/2006,01/02/2006,,E05000139,Kentish Town,529710.88,185036.15,-0.130676,51.549326,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.549326, -0.130676)",20980,http://opendatacommunities.org/id/london-borough-council/camden
SSL-NEW\00175,SSL - New Registration,National Eczema Society,"11 MURRAY STREET, LONDON, NW1 9RE",GA2005,Application Approved,No,17/04/2015,,16/04/2016,,,,,,E05000131,Cantelowes,529598.47,184363.41,-0.132544,51.543306,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.543306, -0.132544)",7542,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000687,Late Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,20/01/2014,,,,22/01/2014,17/01/2014,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.545084, -0.153769)",33576,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005996,Temporary Event Notice,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved,No,14/01/2011,,,,15/01/2011,13/01/2011,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.54314, -0.148383)",15420,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000159,Late Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,12/11/2012,,,,14/11/2012,09/11/2012,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543877, -0.132175)",34058,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009611,Temporary Event Notice,Casa Tua,"176 ROYAL COLLEGE STREET, LONDON, NW1 0SP",LA2003,Application Approved,No,25/09/2013,,,,27/09/2013,24/09/2013,,,E05000131,Cantelowes,529236.01,184161.88,-0.137842,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.541578, -0.137842)",12089,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003728,Temporary Event Notice,William Ellis School,"1 HIGHGATE ROAD, LONDON, NW5 1JY",LA2003,Application Rejected,No,,,,,19/06/2009,17/06/2009,22/06/2009,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.551885, -0.141932)",17643,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008275,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,06/08/2012,,,,08/08/2012,03/08/2012,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.553337, -0.161684)",13309,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\001195,Premises - Conversion of Licence,La Porchetta,"74 CHALK FARM ROAD, LONDON, NW1 8AN",LA2003,Application Approved,No,07/09/2005,,,,03/09/2005,06/08/2005,,Camden Town,E05000136,Haverstock,528327.65,184392.87,-0.150849,51.543861,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.543861, -0.150849)",30717,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008898,Temporary Event Notice,Drama Centre London Ltd,"176 PRINCE OF WALES ROAD, LONDON, NW5 3PT",LA2003,Application Approved,No,18/12/2012,,,,20/12/2012,17/12/2012,,,E05000136,Haverstock,528149.59,184653.17,-0.15332,51.54624,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54624, -0.15332)",12716,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010432,Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,05/06/2014,,,,10/06/2014,05/06/2014,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.54314, -0.148383)",11333,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011057,Temporary Event Notice,Colonel Fawcett,"1 RANDOLPH STREET, LONDON, NW1 0SS",LA2003,Application Approved,No,01/12/2014,,,,03/12/2014,28/11/2014,,,E05000131,Cantelowes,529363.05,184171.91,-0.136007,51.541639,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.541639, -0.136007)",10779,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005447,Temporary Event Notice,Acland Burghley School,"93 ACLAND BURGHLEY SCHOOL BURGHLEY ROAD, LONDON, NW5 1UJ",LA2003,Application Approved,No,17/09/2010,,,,18/09/2010,16/09/2010,,,E05000139,Kentish Town,529024.18,185916.43,-0.140252,51.557394,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.557394, -0.140252)",15962,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008956,Temporary Event Notice,The Oxford Pub,"256 KENTISH TOWN ROAD, LONDON, NW5 2AA",LA2003,Application Approved,No,24/01/2013,,,,28/01/2013,23/01/2013,,,E05000139,Kentish Town,529028.15,185105.34,-0.140492,51.550104,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.550104, -0.140492)",12661,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001647,Late Temporary Event Notice,Gospel Oak School Association,"GOSPEL OAK PRIMARY SCHOOL MANSFIELD ROAD, LONDON, NW3 2JB",LA2003,Application Approved,No,07/03/2016,,,,10/03/2016,06/03/2016,,,E05000134,Gospel Oak,528207.18,185640.91,-0.152131,51.555104,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.555104, -0.152131)",32680,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000336,Premises Licence -  Variation Application,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Partially Approved,Yes,07/04/2008,,,17/04/2008,18/03/2008,19/02/2008,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.54314, -0.148383)",21776,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010991,Temporary Event Notice,Gospel Oak School Association,"GOSPEL OAK PRIMARY SCHOOL MANSFIELD ROAD, LONDON, NW3 2JB",LA2003,Application Approved,No,20/11/2014,,,,24/11/2014,19/11/2014,,,E05000134,Gospel Oak,528207.18,185640.91,-0.152131,51.555104,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.555104, -0.152131)",10844,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-REV\000046,Premises - Review of Licence,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Review Ended - Conditions Modified on Licence,Yes,,,,16/09/2009,18/08/2009,21/07/2009,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.543994, -0.151855)",28325,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006335,Temporary Event Notice,02 Forum,"9  17 HIGHGATE ROAD, LONDON, NW5 1JY",LA2003,Application Approved,No,12/04/2011,,,,10/04/2011,08/04/2011,,,E05000139,Kentish Town,528923.29,185300.87,-0.141932,51.551885,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.551885, -0.141932)",15106,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\012315,Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Rejected,No,,,,,22/12/2015,17/12/2015,18/12/2015,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.543994, -0.151855)",9633,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001286,Late Temporary Event Notice,Drama Centre London Ltd,"176 PRINCE OF WALES ROAD, LONDON, NW5 3PT",LA2003,Application Approved,No,16/06/2015,,,,18/06/2015,15/06/2015,,,E05000136,Haverstock,528149.59,184653.17,-0.15332,51.54624,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.54624, -0.15332)",33018,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000150,Late Temporary Event Notice,Tapping the Admiral,"77 TAVERN IN THE TOWN PUBLIC HOUSE CASTLE ROAD, LONDON, NW1 8SU",LA2003,Application Approved,No,29/10/2012,,,,01/11/2012,29/10/2012,,,E05000136,Haverstock,528623.93,184533.87,-0.146527,51.545061,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.545061, -0.146527)",34067,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009261,Temporary Event Notice,Grafton Arms,"20 PRINCE OF WALES ROAD, LONDON, NW5 3LG",LA2003,Application Approved,No,22/05/2013,,,,24/05/2013,21/05/2013,,,E05000139,Kentish Town,528728.59,184759.16,-0.144936,51.547061,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.547061, -0.144936)",12389,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000816,Premises - New Licence,Chalk Farm Grill,"18 HAVERSTOCK HILL, LONDON, NW3 2BL",LA2003,Application Rejected,Yes,,,,10/09/2009,23/07/2009,25/06/2009,04/11/2009,Camden Town,E05000136,Haverstock,528190.18,184432.25,-0.152816,51.544246,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.544246, -0.152816)",29264,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008410,Temporary Event Notice,The Abbey Tavern,"124 KENTISH TOWN ROAD, LONDON, NW1 9QB",LA2003,Application Approved,No,18/09/2012,,,,20/09/2012,17/09/2012,,,E05000131,Cantelowes,529008.65,184633.75,-0.140946,51.54587,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54587, -0.140946)",13190,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003275,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,09/02/2009,,,,01/02/2009,30/01/2009,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.543877, -0.132175)",18079,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009580,Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,13/09/2013,,,,18/09/2013,13/09/2013,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.545084, -0.153769)",12114,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000544,Late Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,18/11/2013,,,,21/11/2013,18/11/2013,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.553337, -0.161684)",33711,http://opendatacommunities.org/id/london-borough-council/camden
