Company Name,Company Number,Care Of,PO Box,Address Line 1,Address Line 2,Town,County,Country,Postcode,Company Category,Company Status,Country Of Origin,Incorporation Date,Dissolution Date,Account Reference Day,Account Reference Month,Accounts Next Due Date,Accounts Last Made Up To Date,Account Category,Returns Next Due Date,Returns Last Made Up To Date,Number Of Mortgage Charges,Number Of Outstanding Mortgage Charges,Number Of Part Satisfied Mortgage Charges,Number Of Satisfied Mortgage Charges,Standard Industrial Classification Code 1,Standard Industrial Classification Code 2,Standard Industrial Classification Code 3,Standard Industrial Classification Code 4,Number Of General Partners,Number Of Limited Partners,Unique Resource Identifier,Previous Names,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI
AEGEAN DEVELOPMENTS LIMITED,04605590,,,SUITE 1 FUSION HOUSE,1 ROCHESTER MEWS,LONDON,,,NW1 9JB,Private Limited Company,Active,United Kingdom,02/12/2002,,31,12,30/09/2017,31/12/2015,DORMANT,30/12/2016,02/12/2015,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/04605590,MELISAN LIMITED (19/12/2002); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529270,184410,-0.137249,51.543789,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543789, -0.137249)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
THE ARGENTINE POLO COMPANY LTD,04020490,,,101 BARTHOLOMEW ROAD,LONDON,,,,NW5 2AR,Private Limited Company,Active,United Kingdom,23/06/2000,,31,3,31/12/2017,31/03/2016,DORMANT,21/07/2017,23/06/2016,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/04020490,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529408,184755,-0.135134,51.546858,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546858, -0.135134)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
BLANDFORD COURT TENANTS ASSOCIATION LIMITED,02732817,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,Private Limited Company,Active,United Kingdom,20/07/1992,,31,12,30/09/2018,31/12/2016,,13/08/2016,16/07/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02732817,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
HAVERSTOCK MANAGEMENT COMPANY LIMITED,03834445,,,349 ROYAL COLLEGE STREET,,LONDON,,ENGLAND,NW1 9QS,Private Limited Company,Active,United Kingdom,01/09/1999,,30,9,30/06/2017,30/09/2015,TOTAL EXEMPTION SMALL,05/10/2016,07/09/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/03834445,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
INTRODUCING TWO LIMITED,10227176,,,65 CAMDEN ROAD,,CAMDEN,,ENGLAND,NW1 9EU,Private Limited Company,Active,United Kingdom,11/06/2016,,30,6,11/03/2018,,NO ACCOUNTS FILED,09/07/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/10227176,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529214,184257,-0.138112,51.542427,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.542427, -0.138112)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
FOCUS CARE LINK LIMITED,04037768,,,121 ST PANCRAS WAY,LONDON,,,,NW1 0RD,Private Limited Company,Active,United Kingdom,20/07/2000,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,14/10/2016,16/09/2015,0,0,0,0,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,,,0,0,http://business.data.gov.uk/id/company/04037768,FOCUS RECRUITMENT AGENCY LIMITED (02/02/2004); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529374,184187,-0.135832,51.541762,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.541762, -0.135832)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ELIGYN LTD,09147332,,,122 ST. PANCRAS WAY,,LONDON,,,NW1 9NB,Private Limited Company,Active,United Kingdom,25/07/2014,,31,7,30/04/2018,31/07/2016,,22/08/2016,25/07/2015,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/09147332,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ERKINTALO LIMITED,06907377,,,11 MURRAY STREET,,LONDON,,,NW1 9RE,Private Limited Company,Liquidation,United Kingdom,15/05/2009,,31,5,28/02/2017,31/05/2015,TOTAL EXEMPTION FULL,12/06/2017,15/05/2016,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/06907377,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CANARIA LIMITED,10242950,,,2ND FLOOR,57 CAMDEN ROAD,LONDON,,ENGLAND,NW1 9EU,Private Limited Company,Active,United Kingdom,21/06/2016,,4,4,04/01/2018,,NO ACCOUNTS FILED,19/07/2017,,0,0,0,0,32500 - Manufacture of medical and dental instruments and supplies,74990 - Non-trading company,,,0,0,http://business.data.gov.uk/id/company/10242950,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529214,184257,-0.138112,51.542427,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.542427, -0.138112)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
LADY'S SLIPPER RTM COMPANY LIMITED,07268356,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,28/05/2010,,31,5,28/02/2018,31/05/2016,DORMANT,25/06/2017,28/05/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/07268356,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
HERTFORD LOCKHOUSE RESIDENTS ASSOCIATION LIMITED,03294548,,,"RINGLEY HOUSE, 349",ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,Private Limited Company,Active,United Kingdom,19/12/1996,,31,5,28/02/2018,31/05/2016,TOTAL EXEMPTION SMALL,13/01/2017,16/12/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/03294548,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
POSEIDON FILM DISTRIBUTORS LIMITED,01777198,,,FLAT 5,228 - 230 CAMDEN ROAD,LONDON,,,NW1 9HE,Private Limited Company,Active,United Kingdom,12/12/1983,,30,4,31/01/2018,30/04/2016,TOTAL EXEMPTION SMALL,07/09/2016,10/08/2015,15,8,0,7,59111 - Motion picture production activities,59113 - Television programme production activities,59131 - Motion picture distribution activities,90030 - Artistic creation,0,0,http://business.data.gov.uk/id/company/01777198,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529667,184764,-0.131397,51.54688,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.54688, -0.131397)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CHAMBERS PLACE BLOCK G (PURFLEET) MANAGEMENT LIMITED,05801455,,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,29/04/2006,,30,6,31/03/2018,30/06/2016,DORMANT,26/05/2017,28/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05801455,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NOVAM VITAM LTD,10255419,,,122 ST. PANCRAS WAY,,LONDON,,ENGLAND,NW1 9NB,Private Limited Company,Active,United Kingdom,28/06/2016,,30,6,28/03/2018,,NO ACCOUNTS FILED,26/07/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/10255419,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
2 BOUTFLOWER ROAD FREEHOLD (LONDON) LIMITED,07970047,,,349 ROYAL COLLEGE STREET,CAMDEN TOWN,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,29/02/2012,,29,2,30/11/2017,29/02/2016,DORMANT,28/03/2017,29/02/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/07970047,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
SPRINGFIELDS II MANAGEMENT COMPANY LIMITED,02384894,,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,LONDON,SURREY,,NW1 9QS,Private Limited Company,Active,United Kingdom,16/05/1989,,31,3,31/12/2017,31/03/2016,DORMANT,13/06/2017,16/05/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02384894,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GEORGIOS APOSTOLOPOULOS LIMITED,09968956,,,FLAT 82 CAMELOT HOUSE,CAMDEN PARK ROAD,LONDON,,,NW1 9AS,Private Limited Company,Active,United Kingdom,25/01/2016,,31,1,25/10/2017,,NO ACCOUNTS FILED,22/02/2017,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/09968956,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529890,184798,-0.12817,51.547134,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.547134, -0.12817)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
OMEGA RESIDENTIAL LIMITED,04077754,,,1B MURRAY STREET,LONDON,,,,NW1 9RE,Private Limited Company,Active,United Kingdom,25/09/2000,,31,8,31/05/2017,31/08/2015,TOTAL EXEMPTION SMALL,23/10/2016,25/09/2015,98,50,0,48,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/04077754,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
138 AGAR GROVE LIMITED,06655571,,,138B AGAR GROVE,,LONDON,,,NW1 9TY,Private Limited Company,Active,United Kingdom,24/07/2008,,31,7,30/04/2018,31/07/2016,,21/08/2016,24/07/2015,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06655571,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529939,184360,-0.127626,51.543187,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543187, -0.127626)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
OYOZ LIMITED,10032545,,,28 ROCHESTER SQUARE,28,LONDON,,UNITED KINGDOM,NW1 9SA,Private Limited Company,Active,United Kingdom,29/02/2016,,29,2,30/11/2017,,NO ACCOUNTS FILED,28/03/2017,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/10032545,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529458,184376,-0.134552,51.543441,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543441, -0.134552)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
WRD WORLDWIDE MUSIC LIMITED,01170403,,,282 CAMDEN ROAD,LONDON,,,,NW1 9AB,Private Limited Company,Active,United Kingdom,16/05/1974,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,28/12/2016,30/11/2015,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/01170403,WORLDWIDE RECORD DISTRIBUTORS LIMITED (15/02/2000); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529780,184901,-0.129718,51.548085,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.548085, -0.129718)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
180 CAMDEN ROAD LIMITED,06435846,,,GARDEN FLAT,180 CAMDEN ROAD,LONDON,,,NW1 9HG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,23/11/2007,,30,11,31/08/2018,30/11/2016,,21/12/2016,23/11/2015,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/06435846,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529541,184593,-0.133276,51.545372,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545372, -0.133276)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CIRCUS OF FOUR LIMITED,10629141,,,57D BARTHOLOMEW ROAD,,LONDON,,ENGLAND,NW5 2AH,Private Limited Company,Active,United Kingdom,20/02/2017,,28,2,20/11/2018,,NO ACCOUNTS FILED,20/03/2018,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,,,,0,0,http://business.data.gov.uk/id/company/10629141,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529253,184615,-0.137419,51.545636,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545636, -0.137419)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
MAKLAW FREEHOLD COMPANY LIMITED,08275551,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/10/2012,,31,10,31/07/2017,31/10/2015,DORMANT,10/12/2016,12/11/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/08275551,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
35 GAISFORD STREET LIMITED,08936395,,,35A GAISFORD STREET,,LONDON,,,NW5 2EB,Private Limited Company,Active,United Kingdom,12/03/2014,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION FULL,09/04/2017,12/03/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/08936395,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529098,184845,-0.139569,51.547738,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.547738, -0.139569)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
DOMINIC FARLAM PHOTOGRAPHY LTD,08059376,,,29 AGAR GROVE,,LONDON,,,NW1 9UG,Private Limited Company,Active,United Kingdom,08/05/2012,,31,5,28/02/2018,31/05/2016,TOTAL EXEMPTION SMALL,05/06/2017,08/05/2016,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/08059376,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529780,184382,-0.129909,51.543421,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543421, -0.129909)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
AUTONOMY FOR ALL LIMITED,08095764,,,238A CAMDEN ROAD,,LONDON,,,NW1 9HE,Private Limited Company,Active,United Kingdom,07/06/2012,,29,3,29/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,28/06/2017,31/05/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/08095764,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529667,184764,-0.131397,51.54688,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.54688, -0.131397)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NECTORPACE LIMITED,01700226,,,167A YORK WAY,LONDON,,,,N7 9LN,Private Limited Company,Active,United Kingdom,17/02/1983,,31,12,30/09/2017,31/12/2015,TOTAL EXEMPTION SMALL,24/02/2017,27/01/2016,8,1,0,7,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/01700226,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529860,184935,-0.128552,51.548372,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.548372, -0.128552)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CRANWELL COURT FIELD MEAD FREEHOLD COMPANY LIMITED,10289097,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,Private Limited Company,Active,United Kingdom,20/07/2016,,31,7,20/04/2018,,NO ACCOUNTS FILED,17/08/2017,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/10289097,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
YURKY CROSS LIMITED,04623840,,,167A YORK WAY,LONDON,,,,N7 9LN,Private Limited Company,Active,United Kingdom,23/12/2002,,31,12,30/09/2017,31/12/2015,TOTAL EXEMPTION SMALL,20/01/2017,23/12/2015,1,1,0,0,41100 - Development of building projects,71111 - Architectural activities,71112 - Urban planning and landscape architectural activities,,0,0,http://business.data.gov.uk/id/company/04623840,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529860,184935,-0.128552,51.548372,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.548372, -0.128552)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
YAHSO LIMITED,07621451,,,SALAMANDER COURT 135 YORK WAY,STUDIO 7,LONDON,,,N7 9LG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,04/05/2011,,31,5,28/02/2018,31/05/2016,TOTAL EXEMPTION SMALL,01/06/2017,04/05/2016,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/07621451,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529938,184847,-0.127461,51.547563,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.547563, -0.127461)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
IDYLICAL LIMITED,08112436,,,27 CAMDEN PARK ROAD,,LONDON,,,NW1 9AX,Private Limited Company,Active,United Kingdom,20/06/2012,,30,6,31/03/2017,30/06/2015,TOTAL EXEMPTION SMALL,18/07/2017,20/06/2016,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/08112436,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529902,184702,-0.128033,51.546268,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546268, -0.128033)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
STREATHAM GREEN RESIDENTS MANAGEMENT COMPANY LIMITED,03119683,,,RINGLEY HOUSE 349 ROYAL COLLEGE STREET,349 ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,Private Limited Company,Active,United Kingdom,30/10/1995,,31,12,30/09/2017,31/12/2015,DORMANT,27/11/2016,30/10/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/03119683,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ROWGRANGE PROPERTIES LIMITED,02134042,,,105 BARTHOLOMEW ROAD,KENTISH TOWN,LONDON,,,NW5 2AR,Private Limited Company,Active,United Kingdom,21/05/1987,,21,11,21/08/2017,21/11/2015,DORMANT,31/12/2016,03/12/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02134042,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529408,184755,-0.135134,51.546858,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546858, -0.135134)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
RANDOLPH COURT RTM COMPANY LIMITED,04944231,,,349 ROYAL COLLEGE STREET,CAMDEN HOUSE,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,27/10/2003,,31,12,30/09/2017,31/12/2015,TOTAL EXEMPTION SMALL,24/11/2016,27/10/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/04944231,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NORWEGIAN COMFORT LIMITED,10549284,,,1A COBHAM MEWS,AGAR GROVE,LONDON,,UNITED KINGDOM,NW1 9SB,Private Limited Company,Active,United Kingdom,05/01/2017,,31,1,05/10/2018,,NO ACCOUNTS FILED,02/02/2018,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/10549284,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529603,184358,-0.132469,51.543246,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543246, -0.132469)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
1A DORSET ROAD N15 MANAGEMENT COMPANY LIMITED,04421445,,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,22/04/2002,,30,4,31/01/2018,30/04/2016,DORMANT,20/05/2017,22/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/04421445,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NKC LIMITED,09681937,,,41 DURDANS HOUSE,FARRIER STREET,LONDON,,UNITED KINGDOM,NW1 9RB,Private Limited Company,Active,United Kingdom,13/07/2015,,31,7,30/04/2018,31/07/2016,TOTAL EXEMPTION SMALL,10/08/2016,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/09681937,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529010,184413,-0.140995,51.543876,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543876, -0.140995)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
TOFFEE RIVERS ENTERTAINMENT LIMITED,07832407,,,31 ST. AUGUSTINES ROAD,,LONDON,,ENGLAND,NW1 9RL,Private Limited Company,Active,United Kingdom,02/11/2011,,30,11,31/08/2017,30/11/2015,DORMANT,30/11/2016,02/11/2015,0,0,0,0,59113 - Television programme production activities,,,,0,0,http://business.data.gov.uk/id/company/07832407,FORESTER FIVE ENTERTAINMENT LIMITED (03/04/2012); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529747,184477,-0.13035,51.544282,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544282, -0.13035)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
